1	41	3	3	0	0	1	1	2	2	1	1	1	3	1	-99	1	-99	2	1	1	0	3	2	2	2	2	2	1	0	0	2	1	2	36	2	2	0	0	2	2	2	2	1	1	1	3	-99	3	0	-99	1	0	1	0	1	1	1	2	2	1	1	0	0	3	1	2	40	2	1	2	3	3	2	2	2	0	1	0	2	0	-99	0	-99	2	1	3	0	1	1	2	2	1	1	1	0	0	1	3	2	43	3	1	1	2	2	2	2	2	1	1	1	2	0	-99	0	-99	1	2	2	1	1	2	2	1	2	2	1	1	1	3	1	2	47	2	2	0	1	3	3	2	2	3	1	0	3	2	-99	0	-99	2	1	3	1	3	1	2	2	1	2	1	1	0	1	1	2	25	2	2	0	0	2	1	1	0	0	1	0	3	0	-99	0	-99	2	0	1	0	0	2	1	2	0	2	1	0	0	1	1	1	36	3	3	1	1	2	2	2	3	1	1	0	3	0	-99	0	-99	1	1	1	0	1	2	2	1	1	1	1	0	0	0	1	2	35	3	1	0	1	2	1	2	2	1	1	1	2	0	-99	0	-99	1	0	2	0	3	1	0	0	1	2	1	0	0	3	3	3	49	3	3	2	2	3	3	3	2	2	1	1	3	0	-99	0	-99	3	1	1	0	3	2	2	2	1	2	1	0	0	2	1	2
2	51	2	3	0	3	2	2	1	2	1	1	1	3	-99	3	-99	2	1	3	1	2	2	2	1	1	1	0	3	1	0	3	3	3	51	3	3	0	3	2	3	2	1	0	-99	-99	1	-99	1	-99	1	2	3	1	2	2	2	1	1	2	2	2	1	1	3	3	3	53	2	1	3	2	2	2	2	1	0	-99	-99	1	0	-99	-99	3	2	3	3	2	2	2	1	1	2	1	2	2	2	3	3	3	55	3	3	0	3	2	2	2	1	1	2	1	2	-99	2	-99	1	1	3	3	2	2	2	1	1	2	1	2	2	2	3	3	3	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
3	35	0	3	3	0	2	1	3	1	0	-99	-99	3	0	-99	0	-99	1	2	1	1	0	2	1	1	1	0	1	1	1	0	3	3	25	0	2	1	0	1	2	3	1	1	1	1	1	0	-99	2	-99	2	0	1	1	0	0	0	0	1	0	0	1	0	0	3	2	34	0	2	1	0	3	1	2	2	0	-99	-99	3	0	-99	2	-99	2	1	3	0	1	2	0	1	2	0	1	1	0	1	1	2	24	2	0	0	0	1	1	2	1	2	1	0	2	-99	1	2	-99	2	0	1	0	0	2	1	0	1	0	0	0	0	0	1	2	22	0	2	0	0	1	1	2	0	1	1	1	1	0	-99	0	-99	1	0	0	0	0	2	0	1	2	1	1	1	0	2	1	2	22	1	2	0	0	1	1	2	1	0	-99	-99	1	-99	1	2	-99	2	0	0	0	0	1	0	0	1	0	1	1	1	0	1	2	22	0	1	0	0	2	2	2	1	0	-99	-99	1	-99	1	-99	1	2	0	1	0	0	1	0	0	1	0	1	1	0	0	1	3	17	0	2	0	0	0	1	2	1	1	1	1	2	0	-99	0	-99	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	21	0	1	1	0	0	1	3	1	1	1	1	1	0	-99	0	-99	2	0	1	0	0	1	0	1	1	0	2	1	0	0	1	2
4	24	0	2	0	0	1	2	1	0	0	-99	-99	2	0	-99	-99	2	1	1	1	0	1	1	1	2	0	1	1	1	1	0	1	1	25	0	1	0	1	1	2	1	0	0	-99	-99	3	0	-99	0	-99	1	1	1	0	1	1	1	0	0	2	1	1	2	1	2	1	28	0	1	0	1	1	1	2	0	1	3	1	1	0	-99	0	-99	1	1	1	0	1	2	1	0	0	2	2	1	2	3	1	2	34	0	1	0	1	1	3	2	2	3	3	1	1	0	-99	0	-99	1	1	1	0	2	2	2	3	0	0	1	2	2	0	2	1	30	0	1	0	1	1	2	2	1	1	2	1	1	0	-99	-99	2	1	1	1	0	1	1	1	2	0	2	2	0	2	1	2	1	28	1	1	1	0	1	1	1	0	1	3	1	2	0	-99	0	-99	1	1	1	0	1	2	1	1	0	1	1	1	2	2	2	2	45	2	1	2	0	2	3	3	2	3	3	1	3	1	-99	0	-99	1	1	1	0	2	2	1	1	0	2	2	2	2	1	2	3	41	2	1	1	1	2	2	2	1	0	-99	-99	1	-99	1	-99	1	2	2	2	0	2	2	1	1	0	2	3	2	2	1	2	2	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
5	40	3	2	3	0	2	3	2	1	0	2	1	3	0	-99	0	-99	2	1	1	0	1	2	1	3	1	0	2	1	1	0	3	2	50	3	3	3	3	2	3	2	2	1	1	1	3	0	-99	0	-99	1	1	2	0	3	2	2	2	3	2	3	2	0	0	0	2	52	0	3	3	1	2	2	2	2	2	3	0	3	0	-99	0	-99	1	3	3	1	3	3	2	3	2	1	3	2	2	0	1	2	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
6	18	2	2	0	1	1	1	1	0	0	-99	-99	2	1	-99	2	-99	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	38	2	2	0	1	2	3	1	2	1	2	1	2	1	-99	2	-99	1	2	1	2	2	2	2	2	1	0	1	0	0	0	1	2	11	1	2	0	2	1	1	0	0	1	1	1	0	0	-99	0	-99	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	16	2	2	0	1	1	1	1	0	0	-99	-99	0	-99	1	-99	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	11	0	2	0	0	1	1	1	0	1	2	1	0	0	-99	0	-99	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	7	0	0	0	1	1	2	1	0	1	2	1	0	0	-99	0	-99	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
7	28	1	2	0	1	1	0	2	0	3	1	1	1	0	-99	0	-99	1	2	1	1	1	2	0	3	0	0	1	1	0	1	2	1	34	0	1	0	1	2	0	1	2	2	1	1	1	-99	2	-99	2	1	2	1	1	1	2	1	1	0	0	2	1	0	2	2	3	12	0	1	0	0	0	0	2	0	0	-99	-99	0	0	-99	0	-99	1	2	1	0	0	2	0	0	0	0	1	0	0	0	2	0	28	0	1	0	2	1	0	2	0	2	1	1	0	-99	2	-99	1	0	2	1	1	0	2	1	2	0	0	2	1	0	1	2	2	13	0	0	0	1	0	0	1	0	2	1	1	0	-99	1	-99	2	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
8	23	0	1	1	1	1	1	1	0	0	-99	-99	0	0	-99	-99	3	3	0	1	0	2	1	0	0	1	0	1	1	0	0	1	3	15	1	2	0	0	1	1	1	0	0	-99	-99	0	-99	2	-99	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	15	1	3	1	1	1	1	1	0	0	-99	-99	0	-99	1	-99	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	20	1	2	0	2	1	0	1	0	0	-99	-99	0	-99	2	-99	3	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	3	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	7	1	2	0	1	0	0	0	0	0	-99	-99	0	0	-99	0	-99	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	10	1	2	0	1	0	0	0	0	0	-99	-99	0	-99	1	-99	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	16	2	3	1	2	0	0	0	0	0	-99	-99	0	0	-99	-99	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2
9	17	0	2	0	0	1	1	1	0	1	1	1	2	0	-99	0	-99	0	1	2	0	0	0	0	1	0	1	0	1	0	0	2	1	40	2	1	2	1	2	2	3	2	1	2	1	1	0	-99	0	-99	2	1	2	1	2	2	2	3	1	1	0	1	0	1	1	3	32	0	1	0	1	2	2	1	2	0	-99	-99	2	-99	1	-99	2	1	1	2	1	2	2	1	1	0	1	1	1	0	1	1	2	25	0	2	2	0	1	1	2	1	0	-99	-99	1	0	-99	0	-99	1	2	2	0	2	2	1	0	0	1	2	1	0	0	1	0	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
10	38	2	1	0	0	2	2	2	0	3	3	1	3	2	-99	-99	1	0	3	1	1	1	2	1	3	0	2	2	1	0	0	1	2	49	2	3	2	0	2	3	2	3	3	2	1	3	1	-99	0	-99	2	3	2	1	2	1	1	2	0	2	2	2	0	2	1	2	48	2	3	1	0	3	3	3	2	0	3	0	3	1	-99	-99	0	1	3	2	1	1	3	2	3	0	2	2	1	0	1	2	3	44	1	1	0	1	2	2	2	2	2	3	1	2	2	-99	0	-99	2	2	2	0	2	2	2	2	2	2	2	1	0	2	2	2	37	3	3	0	1	2	2	2	1	0	3	0	2	1	-99	-99	1	2	3	2	0	1	1	1	2	0	0	2	1	0	0	2	2	38	2	1	1	1	1	2	2	2	0	3	0	3	1	-99	2	-99	2	3	2	0	2	0	1	3	0	2	2	0	0	2	1	0	36	2	2	2	0	2	2	2	1	2	3	1	3	2	-99	2	-99	0	2	1	0	3	0	1	0	0	1	1	1	0	1	2	1	24	0	2	0	0	1	0	1	2	1	3	1	3	1	-99	3	-99	0	1	1	1	1	0	0	3	0	0	2	0	0	0	1	0	6	0	1	0	0	0	0	1	0	0	3	1	0	1	-99	2	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
